"Llara (Mulgate Creek)" spanning 2021-06-01 00:00:00+10:00 to 2021-07-01 00:00:00+10:00
Generated at 2022-02-11 10:58:58.617792+11:00

Time, Temperature (C), Dew Point (C), Wind (km/h), Gust (km/h), Wind Dir, Rain Since 9am (mm), MSLP (hPa), Rel Humidity (%), Delta-T (C), Int Temp (C), Solar Rad (kWh/m^2), UV, ETo (mm)
2021-06-01 00:00:00, 6.1, 2.9, 2.3, 6.0, 180, 0.0, ?, 80, 1.5, ?, 2.66, ?, 1.84
2021-06-01 00:15:00, 5.9, 2.7, 2.1, 5.0, 180, 0.0, ?, 80, 1.5, ?, 0.00, ?, 0.00
2021-06-01 00:30:00, 5.4, 2.2, 1.3, 6.0, 180, 0.0, ?, 80, 1.5, ?, 0.00, ?, 0.00
2021-06-01 00:45:00, 5.4, 2.7, 4.8, 6.0, 179, 0.0, ?, 83, 1.2, ?, 0.00, ?, 0.00
2021-06-01 01:00:00, 5.7, 2.7, 3.0, 6.0, 180, 0.0, ?, 81, 1.4, ?, 0.00, ?, 0.01
2021-06-01 01:15:00, 4.5, 1.2, 0.9, 3.0, 180, 0.0, ?, 79, 1.5, ?, 0.00, ?, 0.01
2021-06-01 01:30:00, 4.7, 2.2, 0.0, 0.0, 180, 0.0, ?, 84, 1.1, ?, 0.00, ?, 0.01
2021-06-01 01:45:00, 5.5, 3.0, 2.5, 6.0, 180, 0.0, ?, 84, 1.2, ?, 0.00, ?, 0.01
2021-06-01 02:00:00, 4.8, 2.2, 3.4, 5.0, 180, 0.0, ?, 83, 1.2, ?, 0.00, ?, 0.01
2021-06-01 02:15:00, 5.0, 2.9, 3.4, 5.0, 178, 0.0, ?, 86, 1.0, ?, 0.00, ?, 0.01
2021-06-01 02:30:00, 5.1, 3.1, 0.6, 3.0, 180, 0.0, ?, 87, 0.9, ?, 0.00, ?, 0.01
2021-06-01 02:45:00, 5.7, 3.5, 0.0, 0.0, 180, 0.0, ?, 86, 1.1, ?, 0.00, ?, 0.01
2021-06-01 03:00:00, 5.5, 3.0, 1.1, 3.0, 179, 0.0, ?, 84, 1.2, ?, 0.00, ?, 0.01
2021-06-01 03:15:00, 5.0, 2.5, 0.3, 3.0, 180, 0.0, ?, 84, 1.1, ?, 0.00, ?, 0.01
2021-06-01 03:30:00, 4.1, 1.8, 4.2, 6.0, 177, 0.0, ?, 85, 1.1, ?, 0.00, ?, 0.01
2021-06-01 03:45:00, 5.2, 3.2, 4.3, 6.0, 180, 0.0, ?, 87, 0.9, ?, 0.00, ?, 0.02
2021-06-01 04:00:00, 5.0, 2.7, 1.9, 3.0, 180, 0.0, ?, 85, 1.1, ?, 0.00, ?, 0.02
2021-06-01 04:15:00, 4.5, 2.4, 0.0, 2.0, 180, 0.0, ?, 86, 1.0, ?, 0.00, ?, 0.02
2021-06-01 04:30:00, 4.9, 3.1, 3.9, 6.0, 185, 0.0, ?, 88, 0.8, ?, 0.00, ?, 0.02
2021-06-01 04:45:00, 4.9, 2.9, 1.4, 5.0, 190, 0.0, ?, 87, 0.9, ?, 0.00, ?, 0.02
2021-06-01 05:00:00, 5.0, 2.9, 2.7, 6.0, 184, 0.0, ?, 86, 1.0, ?, 0.00, ?, 0.02
2021-06-01 05:15:00, 4.1, 2.1, 4.0, 6.0, 180, 0.0, ?, 87, 0.9, ?, 0.00, ?, 0.02
2021-06-01 05:30:00, 3.6, 1.6, 2.6, 6.0, 60, 0.0, ?, 87, 0.9, ?, 0.00, ?, 0.02
2021-06-01 05:45:00, 4.1, 2.4, 0.9, 5.0, 86, 0.0, ?, 89, 0.8, ?, 0.00, ?, 0.02
2021-06-01 06:00:00, 4.5, 2.5, 3.4, 5.0, 144, 0.0, ?, 87, 0.9, ?, 0.00, ?, 0.02
2021-06-01 06:15:00, 4.5, 2.8, 3.1, 5.0, 163, 0.0, ?, 89, 0.8, ?, 0.00, ?, 0.02
2021-06-01 06:30:00, 4.4, 2.6, 2.8, 5.0, 175, 0.0, ?, 88, 0.8, ?, 0.00, ?, 0.03
2021-06-01 06:45:00, 4.4, 2.6, 1.1, 5.0, 180, 0.0, ?, 88, 0.8, ?, 0.00, ?, 0.03
2021-06-01 07:00:00, 3.9, 2.1, 0.4, 3.0, 180, 0.0, ?, 88, 0.8, ?, 0.00, ?, 0.03
2021-06-01 07:15:00, 4.3, 2.6, 1.1, 3.0, 180, 0.0, ?, 89, 0.8, ?, 0.01, ?, 0.03
2021-06-01 07:30:00, 4.2, 2.4, 0.4, 3.0, 168, 0.0, ?, 88, 0.8, ?, 0.01, ?, 0.03
2021-06-01 07:45:00, 4.0, 2.3, 2.3, 8.0, 335, 0.0, ?, 89, 0.8, ?, 0.03, ?, 0.04
2021-06-01 08:00:00, 4.7, 3.2, 0.0, 2.0, 336, 0.0, ?, 90, 0.7, ?, 0.04, ?, 0.05
2021-06-01 08:15:00, 5.6, 4.1, 0.5, 3.0, 340, 0.0, ?, 90, 0.8, ?, 0.07, ?, 0.06
2021-06-01 08:30:00, 6.5, 4.5, 2.0, 5.0, 343, 0.0, ?, 87, 1.0, ?, 0.10, ?, 0.07
2021-06-01 08:45:00, 7.5, 5.6, 2.2, 5.0, 155, 0.0, ?, 88, 0.9, ?, 0.13, ?, 0.09
2021-06-01 09:00:00, 8.9, 6.3, 4.3, 6.0, 179, 0.0, ?, 84, 1.4, ?, 0.17, ?, 0.10
