"Llara (Mulgate Creek)" spanning 2021-07-01 00:00:00+10:00 to 2021-08-01 00:00:00+10:00
Generated at 2022-02-11 10:59:01.287531+11:00

Time, Temperature (C), Dew Point (C), Wind (km/h), Gust (km/h), Wind Dir, Rain Since 9am (mm), MSLP (hPa), Rel Humidity (%), Delta-T (C), Int Temp (C), Solar Rad (kWh/m^2), UV, ETo (mm)
2021-07-01 00:00:00, 12.4, 9.8, 4.6, 10.0, 179, 0.0, ?, 84, 1.6, ?, 2.00, ?, 1.32
2021-07-01 00:15:00, 12.4, 9.6, 5.3, 6.0, 173, 0.0, ?, 83, 1.6, ?, 0.00, ?, 0.00
2021-07-01 00:30:00, 12.7, 9.7, 4.5, 8.0, 160, 0.0, ?, 82, 1.8, ?, 0.00, ?, 0.01
2021-07-01 00:45:00, 12.4, 9.8, 1.0, 5.0, 152, 0.0, ?, 84, 1.6, ?, 0.00, ?, 0.01
2021-07-01 01:00:00, 12.1, 9.8, 0.0, 0.0, 180, 0.0, ?, 86, 1.3, ?, 0.00, ?, 0.01
2021-07-01 01:15:00, 12.5, 9.7, 1.9, 5.0, 153, 0.0, ?, 83, 1.6, ?, 0.00, ?, 0.01
2021-07-01 01:30:00, 13.8, 9.4, 3.2, 6.0, 106, 0.0, ?, 75, 2.5, ?, 0.00, ?, 0.01
2021-07-01 01:45:00, 14.0, 9.4, 2.5, 10.0, 53, 0.0, ?, 74, 2.6, ?, 0.00, ?, 0.01
2021-07-01 02:00:00, 15.1, 9.2, 8.0, 18.0, 55, 0.0, ?, 68, 3.4, ?, 0.00, ?, 0.02
2021-07-01 02:15:00, 14.5, 9.5, 9.2, 16.0, 49, 0.0, ?, 72, 2.9, ?, 0.00, ?, 0.03
2021-07-01 02:30:00, 14.4, 9.2, 9.6, 11.0, 50, 0.0, ?, 71, 3.0, ?, 0.00, ?, 0.04
2021-07-01 02:45:00, 14.4, 9.2, 9.4, 11.0, 36, 0.0, ?, 71, 3.0, ?, 0.00, ?, 0.05
2021-07-01 03:00:00, 14.2, 9.2, 7.5, 11.0, 45, 0.0, ?, 72, 2.9, ?, 0.00, ?, 0.05
2021-07-01 03:15:00, 14.0, 9.0, 2.6, 11.0, 38, 0.0, ?, 72, 2.9, ?, 0.00, ?, 0.06
2021-07-01 03:30:00, 14.4, 9.0, 3.5, 10.0, 44, 0.0, ?, 70, 3.1, ?, 0.00, ?, 0.06
2021-07-01 03:45:00, 12.0, 8.8, 6.6, 11.0, 195, 0.0, ?, 81, 1.8, ?, 0.00, ?, 0.06
2021-07-01 04:00:00, 11.1, 8.8, 3.4, 11.0, 200, 0.0, ?, 86, 1.3, ?, 0.00, ?, 0.07
2021-07-01 04:15:00, 11.0, 9.1, 5.3, 8.0, 196, 0.0, ?, 88, 1.1, ?, 0.00, ?, 0.07
2021-07-01 04:30:00, 11.0, 9.1, 4.4, 8.0, 182, 0.0, ?, 88, 1.1, ?, 0.00, ?, 0.07
2021-07-01 04:45:00, 11.1, 9.2, 2.0, 6.0, 180, 0.0, ?, 88, 1.1, ?, 0.00, ?, 0.07
2021-07-01 05:00:00, 11.1, 9.2, 2.0, 8.0, 180, 0.0, ?, 88, 1.1, ?, 0.00, ?, 0.07
2021-07-01 05:15:00, 10.9, 9.0, 4.4, 8.0, 190, 0.0, ?, 88, 1.1, ?, 0.00, ?, 0.07
2021-07-01 05:30:00, 11.4, 9.1, 3.9, 8.0, 182, 0.0, ?, 86, 1.3, ?, 0.00, ?, 0.08
2021-07-01 05:45:00, 11.2, 9.1, 2.6, 6.0, 207, 0.0, ?, 87, 1.2, ?, 0.00, ?, 0.07
2021-07-01 06:00:00, 11.0, 9.1, 3.2, 10.0, 194, 0.0, ?, 88, 1.1, ?, 0.00, ?, 0.08
2021-07-01 06:15:00, 11.3, 9.2, 3.4, 8.0, 220, 0.0, ?, 87, 1.2, ?, 0.00, ?, 0.08
2021-07-01 06:30:00, 11.3, 9.2, 5.1, 8.0, 220, 0.0, ?, 87, 1.2, ?, 0.00, ?, 0.08
2021-07-01 06:45:00, 11.3, 9.4, 7.1, 10.0, 209, 0.0, ?, 88, 1.1, ?, 0.00, ?, 0.08
2021-07-01 07:00:00, 11.2, 9.5, 5.0, 8.0, 218, 0.2, ?, 89, 1.0, ?, 0.00, ?, 0.09
2021-07-01 07:15:00, 10.9, 9.3, 7.4, 11.0, 213, 0.4, ?, 90, 0.9, ?, 0.00, ?, 0.09
2021-07-01 07:30:00, 10.8, 9.4, 9.7, 13.0, 214, 0.6, ?, 91, 0.8, ?, 0.00, ?, 0.09
2021-07-01 07:45:00, 10.8, 9.4, 8.5, 11.0, 204, 0.8, ?, 91, 0.8, ?, 0.00, ?, 0.10
2021-07-01 08:00:00, 10.8, 9.4, 2.0, 11.0, 209, 1.2, ?, 91, 0.8, ?, 0.01, ?, 0.10
2021-07-01 08:15:00, 10.9, 9.5, 5.2, 10.0, 156, 1.4, ?, 91, 0.8, ?, 0.01, ?, 0.10
2021-07-01 08:30:00, 10.9, 9.7, 4.5, 8.0, 128, 1.6, ?, 92, 0.8, ?, 0.02, ?, 0.11
2021-07-01 08:45:00, 11.1, 9.8, 2.9, 8.0, 109, 2.0, ?, 92, 0.8, ?, 0.02, ?, 0.11
2021-07-01 09:00:00, 11.1, 9.8, 0.8, 5.0, 118, 2.2, ?, 92, 0.8, ?, 0.02, ?, 0.11
2021-07-01 09:15:00, 11.2, 9.9, 1.2, 5.0, 131, 0.6, ?, 92, 0.8, ?, 0.03, ?, 0.12
2021-07-01 09:30:00, 11.4, 10.1, 5.8, 10.0, 155, 1.0, ?, 92, 0.8, ?, 0.04, ?, 0.12
2021-07-01 09:45:00, 11.7, 10.4, 8.2, 13.0, 154, 1.2, ?, 92, 0.8, ?, 0.06, ?, 0.13
2021-07-01 10:00:00, 11.9, 10.6, 10.7, 16.0, 161, 1.2, ?, 92, 0.8, ?, 0.09, ?, 0.15
2021-07-01 10:15:00, 12.7, 11.6, 10.5, 14.0, 165, 1.2, ?, 93, 0.7, ?, 0.11, ?, 0.16
2021-07-01 10:30:00, 13.0, 11.6, 9.7, 13.0, 167, 1.2, ?, 91, 0.9, ?, 0.13, ?, 0.17
2021-07-01 10:45:00, 12.9, 11.3, 12.4, 18.0, 171, 1.2, ?, 90, 0.9, ?, 0.16, ?, 0.19
2021-07-01 11:00:00, 13.0, 11.6, 12.8, 19.0, 171, 1.2, ?, 91, 0.9, ?, 0.19, ?, 0.20
2021-07-01 11:15:00, 13.4, 12.0, 12.4, 18.0, 160, 1.2, ?, 91, 0.9, ?, 0.22, ?, 0.22
2021-07-01 11:30:00, 13.5, 11.9, 10.1, 16.0, 171, 1.2, ?, 90, 1.0, ?, 0.24, ?, 0.24
2021-07-01 11:45:00, 13.5, 12.1, 8.8, 16.0, 175, 1.4, ?, 91, 0.9, ?, 0.27, ?, 0.25
2021-07-01 12:00:00, 13.7, 12.3, 9.7, 16.0, 181, 1.4, ?, 91, 0.9, ?, 0.30, ?, 0.27
2021-07-01 12:15:00, 13.7, 12.3, 9.7, 18.0, 172, 1.8, ?, 91, 0.9, ?, 0.32, ?, 0.28
2021-07-01 12:30:00, 14.0, 12.6, 10.0, 14.0, 161, 1.8, ?, 91, 0.9, ?, 0.35, ?, 0.30
2021-07-01 12:45:00, 14.3, 13.0, 6.6, 13.0, 143, 1.8, ?, 92, 0.8, ?, 0.37, ?, 0.31
2021-07-01 13:00:00, 14.6, 13.3, 1.7, 6.0, 145, 1.8, ?, 92, 0.8, ?, 0.42, ?, 0.33
2021-07-01 13:15:00, 15.1, 13.8, 0.1, 3.0, 180, 1.8, ?, 92, 0.8, ?, 0.40, ?, 0.32
2021-07-01 13:30:00, 15.7, 13.4, 5.1, 19.0, 355, 1.8, ?, 86, 1.5, ?, 0.43, ?, 0.35
2021-07-01 13:45:00, 15.6, 12.9, 12.7, 23.0, 3, 2.0, ?, 84, 1.7, ?, 0.45, ?, 0.36
2021-07-01 14:00:00, 15.1, 13.3, 7.3, 16.0, 349, 2.0, ?, 89, 1.1, ?, 0.46, ?, 0.37
2021-07-01 14:15:00, 15.1, 13.1, 11.3, 26.0, 19, 2.2, ?, 88, 1.2, ?, 0.47, ?, 0.38
2021-07-01 14:30:00, 14.9, 13.1, 18.8, 29.0, 18, 2.6, ?, 89, 1.1, ?, 0.49, ?, 0.40
2021-07-01 14:45:00, 14.7, 13.1, 17.8, 26.0, 18, 2.8, ?, 90, 1.0, ?, 0.50, ?, 0.41
2021-07-01 15:00:00, 14.6, 12.8, 18.0, 34.0, 19, 3.0, ?, 89, 1.1, ?, 0.51, ?, 0.42
2021-07-01 15:15:00, 14.6, 12.8, 18.2, 29.0, 20, 3.0, ?, 89, 1.1, ?, 0.52, ?, 0.43
2021-07-01 15:30:00, 14.6, 12.6, 19.0, 27.0, 22, 3.6, ?, 88, 1.2, ?, 0.52, ?, 0.44
2021-07-01 15:45:00, 14.4, 12.8, 17.6, 26.0, 21, 4.4, ?, 90, 1.0, ?, 0.53, ?, 0.45
2021-07-01 16:00:00, 14.3, 12.8, 18.3, 29.0, 10, 4.6, ?, 91, 0.9, ?, 0.53, ?, 0.46
2021-07-01 16:15:00, 14.3, 13.0, 16.3, 26.0, 3, 5.0, ?, 92, 0.8, ?, 0.54, ?, 0.46
2021-07-01 16:30:00, 14.3, 12.8, 20.5, 35.0, 21, 5.2, ?, 91, 0.9, ?, 0.54, ?, 0.47
2021-07-01 16:45:00, 14.1, 12.8, 19.6, 31.0, 14, 5.4, ?, 92, 0.8, ?, 0.54, ?, 0.48
2021-07-01 17:00:00, 14.0, 12.7, 15.8, 23.0, 6, 5.4, ?, 92, 0.8, ?, 0.55, ?, 0.49
2021-07-01 17:15:00, 14.2, 12.8, 16.5, 29.0, 14, 5.4, ?, 91, 0.9, ?, 0.55, ?, 0.49
2021-07-01 17:30:00, 14.4, 12.6, 19.1, 29.0, 21, 5.4, ?, 89, 1.1, ?, 0.55, ?, 0.50
2021-07-01 17:45:00, 14.4, 12.4, 19.7, 31.0, 19, 5.4, ?, 88, 1.2, ?, 0.55, ?, 0.50
2021-07-01 18:00:00, 14.3, 12.5, 19.5, 29.0, 16, 5.4, ?, 89, 1.1, ?, 0.55, ?, 0.51
2021-07-01 18:15:00, 14.3, 12.5, 19.2, 29.0, 8, 5.4, ?, 89, 1.1, ?, 0.55, ?, 0.51
2021-07-01 18:30:00, 14.1, 12.5, 19.1, 31.0, 9, 5.6, ?, 90, 1.0, ?, 0.55, ?, 0.52
2021-07-01 18:45:00, 14.0, 12.6, 18.9, 31.0, 13, 5.6, ?, 91, 0.9, ?, 0.55, ?, 0.52
2021-07-01 19:00:00, 14.1, 12.7, 16.3, 24.0, 11, 5.6, ?, 91, 0.9, ?, 0.55, ?, 0.52
2021-07-01 19:15:00, 14.3, 12.7, 20.3, 29.0, 14, 5.6, ?, 90, 1.0, ?, 0.55, ?, 0.53
2021-07-01 19:30:00, 14.3, 12.8, 20.6, 31.0, 17, 5.6, ?, 91, 0.9, ?, 0.55, ?, 0.53
2021-07-01 19:45:00, 14.1, 12.8, 18.5, 27.0, 10, 5.6, ?, 92, 0.8, ?, 0.55, ?, 0.53
2021-07-01 20:00:00, 14.2, 12.9, 15.7, 26.0, 5, 5.6, ?, 92, 0.8, ?, 0.55, ?, 0.53
2021-07-01 20:15:00, 14.3, 13.0, 18.4, 29.0, 8, 5.6, ?, 92, 0.8, ?, 0.55, ?, 0.54
2021-07-01 20:30:00, 14.3, 13.0, 18.0, 29.0, 10, 5.6, ?, 92, 0.8, ?, 0.55, ?, 0.54
2021-07-01 20:45:00, 14.2, 13.1, 19.1, 27.0, 7, 6.4, ?, 93, 0.7, ?, 0.55, ?, 0.54
